Lv0	Lv1	Lv2	Combined	Displayed	Population	Population by Lv0	Date of Data	Notes
愛爾蘭	倫斯特省	米斯郡	愛爾蘭倫斯特省米斯郡	愛爾蘭米斯郡	205872		2022-01-26	
愛爾蘭	康諾特省	高威郡	愛爾蘭康諾特省高威郡	愛爾蘭高威郡	189087		2022-01-26	
愛爾蘭	芒斯特省	蒂珀雷里郡	愛爾蘭芒斯特省蒂珀雷里郡	愛爾蘭蒂珀雷里郡	169437		2022-01-26	
愛爾蘭	阿爾斯特省	多尼哥郡	愛爾蘭阿爾斯特省多尼哥郡	愛爾蘭多尼哥郡	167656		2022-01-26	
愛爾蘭	倫斯特省	韋克斯福德郡	愛爾蘭倫斯特省韋克斯福德郡	愛爾蘭韋克斯福德郡	157993		2022-01-26	
愛爾蘭	芒斯特省	凱瑞郡	愛爾蘭芒斯特省凱瑞郡	愛爾蘭凱瑞郡	155827		2022-01-26	
愛爾蘭	倫斯特省	威克洛郡	愛爾蘭倫斯特省威克洛郡	愛爾蘭威克洛郡	150312		2022-01-26	
愛爾蘭	康諾特省	梅奧郡	愛爾蘭康諾特省梅奧郡	愛爾蘭梅奧郡	137738		2022-01-26	
愛爾蘭	倫斯特省	勞斯郡	愛爾蘭倫斯特省勞斯郡	愛爾蘭勞斯郡	135573		2022-01-26	
愛爾蘭	芒斯特省	克萊爾郡	愛爾蘭芒斯特省克萊爾郡	愛爾蘭克萊爾郡	125278		2022-01-26	
愛爾蘭	芒斯特省	沃特福德郡	愛爾蘭芒斯特省沃特福德郡	愛爾蘭沃特福德郡	122927		2022-01-26	
愛爾蘭	倫斯特省	基爾肯尼郡	愛爾蘭倫斯特省基爾肯尼郡	愛爾蘭基爾肯尼郡	104675		2022-01-26	
愛爾蘭	倫斯特省	西米斯郡	愛爾蘭倫斯特省西米斯郡	愛爾蘭西米斯郡	93352		2022-01-26	
愛爾蘭	倫斯特省	萊伊什郡	愛爾蘭倫斯特省萊伊什郡	愛爾蘭萊伊什郡	89483		2022-01-26	
愛爾蘭	康諾特省	高威市	愛爾蘭康諾特省高威市	愛爾蘭高威市	83962		2022-01-26	
愛爾蘭	倫斯特省	奧法利郡	愛爾蘭倫斯特省奧法利郡	愛爾蘭奧法利郡	82376		2022-01-26	
愛爾蘭	阿爾斯特省	卡文郡	愛爾蘭阿爾斯特省卡文郡	愛爾蘭卡文郡	80358		2022-01-26	
愛爾蘭	康諾特省	斯萊戈郡	愛爾蘭康諾特省斯萊戈郡	愛爾蘭斯萊戈郡	69021		2022-01-26	
愛爾蘭	康諾特省	羅斯康芒郡	愛爾蘭康諾特省羅斯康芒郡	愛爾蘭羅斯康芒郡	68049		2022-01-26	
愛爾蘭	阿爾斯特省	莫納亨郡	愛爾蘭阿爾斯特省莫納亨郡	愛爾蘭莫納亨郡	64708		2022-01-26	
愛爾蘭	倫斯特省	卡洛郡	愛爾蘭倫斯特省卡洛郡	愛爾蘭卡洛郡	60064		2022-01-26	
愛爾蘭	倫斯特省	朗福德郡	愛爾蘭倫斯特省朗福德郡	愛爾蘭朗福德郡	43100		2022-01-26	
愛爾蘭	康諾特省	利特里姆郡	愛爾蘭康諾特省利特里姆郡	愛爾蘭利特里姆郡	33765	5024090	2022-01-26	
中非共和國	班基市		中非共和國班基市	中非共和國班基市	840450		2022-01-26	
中非共和國	瓦姆-彭代省		中非共和國瓦姆-彭代省	中非共和國瓦姆-彭代省	542104		2022-01-26	
中非共和國	瓦姆省		中非共和國瓦姆省	中非共和國瓦姆省	464931		2022-01-26	
中非共和國	曼貝雷-卡代省		中非共和國曼貝雷-卡代省	中非共和國曼貝雷-卡代省	459359		2022-01-26	
中非共和國	翁貝拉-姆波科省		中非共和國翁貝拉-姆波科省	中非共和國翁貝拉-姆波科省	449197		2022-01-26	
中非共和國	瓦卡省		中非共和國瓦卡省	中非共和國瓦卡省	348440		2022-01-26	
中非共和國	下科托省		中非共和國下科托省	中非共和國下科托省	313736		2022-01-26	
中非共和國	洛巴耶省		中非共和國洛巴耶省	中非共和國洛巴耶省	310871		2022-01-26	
中非共和國	納納-曼貝雷省		中非共和國納納-曼貝雷省	中非共和國納納-曼貝雷省	294238		2022-01-26	
中非共和國	姆博穆省		中非共和國姆博穆省	中非共和國姆博穆省	206524		2022-01-26	
中非共和國	凱莫省		中非共和國凱莫省	中非共和國凱莫省	149117		2022-01-26	
中非共和國	納納-格里比齊省		中非共和國納納-格里比齊省	中非共和國納納-格里比齊省	148357		2022-01-26	
中非共和國	桑加-姆巴埃雷省		中非共和國桑加-姆巴埃雷省	中非共和國桑加-姆巴埃雷省	127275		2022-01-26	
中非共和國	上科托省		中非共和國上科托省	中非共和國上科托省	113728		2022-01-26	
中非共和國	上姆博穆省		中非共和國上姆博穆省	中非共和國上姆博穆省	72534		2022-01-26	
中非共和國	瓦卡加省		中非共和國瓦卡加省	中非共和國瓦卡加省	65802		2022-01-26	
中非共和國	巴明吉-班戈蘭省		中非共和國巴明吉-班戈蘭省	中非共和國巴明吉-班戈蘭省	54436	4961099	2022-01-26	
茅利塔尼亞	諾克少市		茅利塔尼亞諾克少市	茅利塔尼亞諾克少市	1311506		2022-01-26	
茅利塔尼亞	東胡德省		茅利塔尼亞東胡德省	茅利塔尼亞東胡德省	589341		2022-01-26	
茅利塔尼亞	戈爾戈勒省		茅利塔尼亞戈爾戈勒省	茅利塔尼亞戈爾戈勒省	459681		2022-01-26	
茅利塔尼亞	阿薩巴省		茅利塔尼亞阿薩巴省	茅利塔尼亞阿薩巴省	445969		2022-01-26	
茅利塔尼亞	卜拉克納省		茅利塔尼亞卜拉克納省	茅利塔尼亞卜拉克納省	427331		2022-01-26	
茅利塔尼亞	西胡德省		茅利塔尼亞西胡德省	茅利塔尼亞西胡德省	402469		2022-01-26	
茅利塔尼亞	特拉扎省		茅利塔尼亞特拉扎省	茅利塔尼亞特拉扎省	373272		2022-01-26	
茅利塔尼亞	吉迪馬卡省		茅利塔尼亞吉迪馬卡省	茅利塔尼亞吉迪馬卡省	365412		2022-01-26	
茅利塔尼亞	努瓦迪布灣省		茅利塔尼亞努瓦迪布灣省	茅利塔尼亞努瓦迪布灣省	169384		2022-01-26	
茅利塔尼亞	塔甘特省		茅利塔尼亞塔甘特省	茅利塔尼亞塔甘特省	110791		2022-01-26	
茅利塔尼亞	阿德拉爾省		茅利塔尼亞阿德拉爾省	茅利塔尼亞阿德拉爾省	85743		2022-01-26	
茅利塔尼亞	提里斯-宰穆爾省		茅利塔尼亞提里斯-宰穆爾省	茅利塔尼亞提里斯-宰穆爾省	72884		2022-01-26	
茅利塔尼亞	因希里省		茅利塔尼亞因希里省	茅利塔尼亞因希里省	26875	4840658	2022-01-26	
科威特	費爾瓦尼耶省		科威特費爾瓦尼耶省	科威特費爾瓦尼耶省	1247320		2022-01-26	
科威特	哈瓦利省		科威特哈瓦利省	科威特哈瓦利省	1031003		2022-01-26	
科威特	艾哈邁迪省		科威特艾哈邁迪省	科威特艾哈邁迪省	937018		2022-01-26	
科威特	科威特省		科威特科威特省	科威特科威特省	619348		2022-01-26	
科威特	傑赫拉省		科威特傑赫拉省	科威特傑赫拉省	568903		2022-01-26	
科威特	大穆巴拉克省		科威特大穆巴拉克省	科威特大穆巴拉克省	267121	4670713	2022-01-26	
巴拿馬	巴拿馬省		巴拿馬巴拿馬省	巴拿馬巴拿馬省	1686976		2022-01-26	
巴拿馬	西巴拿馬省		巴拿馬西巴拿馬省	巴拿馬西巴拿馬省	617138		2022-01-26	
巴拿馬	奇里基省		巴拿馬奇里基省	巴拿馬奇里基省	496072		2022-01-26	
巴拿馬	科隆省		巴拿馬科隆省	巴拿馬科隆省	307087		2022-01-26	
巴拿馬	科克萊省		巴拿馬科克萊省	巴拿馬科克萊省	282867		2022-01-26	
巴拿馬	貝拉瓜斯省		巴拿馬貝拉瓜斯省	巴拿馬貝拉瓜斯省	267640		2022-01-26	
巴拿馬	恩戈貝-布格雷特區		巴拿馬恩戈貝-布格雷特區	巴拿馬恩戈貝-布格雷特區	221973		2022-01-26	
巴拿馬	博卡斯德爾托羅省		巴拿馬博卡斯德爾托羅省	巴拿馬博卡斯德爾托羅省	175882		2022-01-26	
巴拿馬	埃雷拉省		巴拿馬埃雷拉省	巴拿馬埃雷拉省	129276		2022-01-26	
巴拿馬	洛斯桑托斯省		巴拿馬洛斯桑托斯省	巴拿馬洛斯桑托斯省	104102		2022-01-26	
巴拿馬	達連省		巴拿馬達連省	巴拿馬達連省	60146		2022-01-26	
巴拿馬	庫納雅拉特區		巴拿馬庫納雅拉特區	巴拿馬庫納雅拉特區	47276		2022-01-26	
巴拿馬	恩貝拉-沃內安特區		巴拿馬恩貝拉-沃內安特區	巴拿馬恩貝拉-沃內安特區	12420		2022-01-26	
巴拿馬	納索-蒂爾-迪特區		巴拿馬納索-蒂爾-迪特區	巴拿馬納索-蒂爾-迪特區	5434		2022-01-26	
巴拿馬	庫納-德馬頓干迪特區		巴拿馬庫納-德馬頓干迪特區	巴拿馬庫納-德馬頓干迪特區	4641		2022-01-26	
巴拿馬	庫納-德瓦爾干迪特區		巴拿馬庫納-德瓦爾干迪特區	巴拿馬庫納-德瓦爾干迪特區	2080	4421010	2022-01-26	
克羅埃西亞	札格瑞布市		克羅埃西亞札格瑞布市	克羅埃西亞札格瑞布市	749590		2022-01-26	
克羅埃西亞	斯普利特-達爾馬提亞縣		克羅埃西亞斯普利特-達爾馬提亞縣	克羅埃西亞斯普利特-達爾馬提亞縣	431526		2022-01-26	
克羅埃西亞	札格瑞布縣		克羅埃西亞札格瑞布縣	克羅埃西亞札格瑞布縣	301354		2022-01-26	
克羅埃西亞	奧西耶克-巴拉尼亞縣		克羅埃西亞奧西耶克-巴拉尼亞縣	克羅埃西亞奧西耶克-巴拉尼亞縣	289423		2022-01-26	
克羅埃西亞	濱海和山區縣		克羅埃西亞濱海和山區縣	克羅埃西亞濱海和山區縣	281039		2022-01-26	
克羅埃西亞	伊斯特拉縣		克羅埃西亞伊斯特拉縣	克羅埃西亞伊斯特拉縣	197409		2022-01-26	
克羅埃西亞	武科瓦爾-斯里耶姆縣		克羅埃西亞武科瓦爾-斯里耶姆縣	克羅埃西亞武科瓦爾-斯里耶姆縣	170335		2022-01-26	
克羅埃西亞	瓦拉日丁縣		克羅埃西亞瓦拉日丁縣	克羅埃西亞瓦拉日丁縣	166947		2022-01-26	
克羅埃西亞	錫薩克-莫斯拉維納縣		克羅埃西亞錫薩克-莫斯拉維納縣	克羅埃西亞錫薩克-莫斯拉維納縣	163615		2022-01-26	
克羅埃西亞	扎達爾縣		克羅埃西亞扎達爾縣	克羅埃西亞扎達爾縣	161317		2022-01-26	
克羅埃西亞	布羅德-波薩維納縣		克羅埃西亞布羅德-波薩維納縣	克羅埃西亞布羅德-波薩維納縣	150461		2022-01-26	
克羅埃西亞	克拉皮納-扎戈列縣		克羅埃西亞克拉皮納-扎戈列縣	克羅埃西亞克拉皮納-扎戈列縣	126092		2022-01-26	
克羅埃西亞	卡爾洛瓦茨縣		克羅埃西亞卡爾洛瓦茨縣	克羅埃西亞卡爾洛瓦茨縣	122303		2022-01-26	
克羅埃西亞	杜布羅夫尼克-內雷特瓦縣		克羅埃西亞杜布羅夫尼克-內雷特瓦縣	克羅埃西亞杜布羅夫尼克-內雷特瓦縣	116296		2022-01-26	
克羅埃西亞	別洛瓦爾-比洛戈拉縣		克羅埃西亞別洛瓦爾-比洛戈拉縣	克羅埃西亞別洛瓦爾-比洛戈拉縣	113636		2022-01-26	
克羅埃西亞	科普里夫尼察-克里熱夫齊縣		克羅埃西亞科普里夫尼察-克里熱夫齊縣	克羅埃西亞科普里夫尼察-克里熱夫齊縣	109670		2022-01-26	
克羅埃西亞	梅吉穆列縣		克羅埃西亞梅吉穆列縣	克羅埃西亞梅吉穆列縣	107981		2022-01-26	
克羅埃西亞	希貝尼克-克寧縣		克羅埃西亞希貝尼克-克寧縣	克羅埃西亞希貝尼克-克寧縣	103778		2022-01-26	
克羅埃西亞	維羅維蒂察-波德拉維納縣		克羅埃西亞維羅維蒂察-波德拉維納縣	克羅埃西亞維羅維蒂察-波德拉維納縣	80495		2022-01-26	
克羅埃西亞	波熱加-斯拉沃尼亞縣		克羅埃西亞波熱加-斯拉沃尼亞縣	克羅埃西亞波熱加-斯拉沃尼亞縣	74041		2022-01-26	
克羅埃西亞	利卡-塞尼縣		克羅埃西亞利卡-塞尼縣	克羅埃西亞利卡-塞尼縣	48321	4065629	2022-01-26	
喬治亞	提比里斯市		喬治亞提比里斯市	喬治亞提比里斯市	1202731		2022-01-26	
喬治亞	伊梅列季州		喬治亞伊梅列季州	喬治亞伊梅列季州	481473		2022-01-26	
喬治亞	克維莫-卡特利州		喬治亞克維莫-卡特利州	喬治亞克維莫-卡特利州	437347		2022-01-26	
喬治亞	阿查拉自治共和國		喬治亞阿查拉自治共和國	喬治亞阿查拉自治共和國	354905		2022-01-26	
喬治亞	卡赫季州		喬治亞卡赫季州	喬治亞卡赫季州	309578		2022-01-26	
喬治亞	薩梅格列羅-上斯瓦涅季亞州		喬治亞薩梅格列羅-上斯瓦涅季亞州	喬治亞薩梅格列羅-上斯瓦涅季亞州	308358		2022-01-26	
喬治亞	什達-卡特利州		喬治亞什達-卡特利州	喬治亞什達-卡特利州	254081		2022-01-26	
喬治亞	薩姆茨赫-扎瓦赫季州		喬治亞薩姆茨赫-扎瓦赫季州	喬治亞薩姆茨赫-扎瓦赫季州	151110		2022-01-26	
喬治亞	古利亞州		喬治亞古利亞州	喬治亞古利亞州	107101		2022-01-26	
喬治亞	姆茨赫塔-姆季阿涅季州		喬治亞姆茨赫塔-姆季阿涅季州	喬治亞姆茨赫塔-姆季阿涅季州	93389		2022-01-26	
喬治亞	拉恰-列其呼米-下斯瓦涅季亞州		喬治亞拉恰-列其呼米-下斯瓦涅季亞州	喬治亞拉恰-列其呼米-下斯瓦涅季亞州	28500	3728573	2022-01-26	
烏拉圭	蒙特維多省		烏拉圭蒙特維多省	烏拉圭蒙特維多省	1401900		2022-01-26	
烏拉圭	卡內洛內斯省		烏拉圭卡內洛內斯省	烏拉圭卡內洛內斯省	552836		2022-01-26	
烏拉圭	馬爾多納多省		烏拉圭馬爾多納多省	烏拉圭馬爾多納多省	174612		2022-01-26	
烏拉圭	薩爾托省		烏拉圭薩爾托省	烏拉圭薩爾托省	132716		2022-01-26	
烏拉圭	科洛尼亞省		烏拉圭科洛尼亞省	烏拉圭科洛尼亞省	130936		2022-01-26	
烏拉圭	派桑杜省		烏拉圭派桑杜省	烏拉圭派桑杜省	120224		2022-01-26	
烏拉圭	聖何塞省		烏拉圭聖何塞省	烏拉圭聖何塞省	115107		2022-01-26	
烏拉圭	里韋拉省		烏拉圭里韋拉省	烏拉圭里韋拉省	109989		2022-01-26	
烏拉圭	塔夸倫博省		烏拉圭塔夸倫博省	烏拉圭塔夸倫博省	95705		2022-01-26	
烏拉圭	塞羅拉爾戈省		烏拉圭塞羅拉爾戈省	烏拉圭塞羅拉爾戈省	90014		2022-01-26	
烏拉圭	索里亞諾省		烏拉圭索里亞諾省	烏拉圭索里亞諾省	87779		2022-01-26	
烏拉圭	阿蒂加斯省		烏拉圭阿蒂加斯省	烏拉圭阿蒂加斯省	77983		2022-01-26	
烏拉圭	羅恰省		烏拉圭羅恰省	烏拉圭羅恰省	72361		2022-01-26	
烏拉圭	佛羅里達省		烏拉圭佛羅里達省	烏拉圭佛羅里達省	71256		2022-01-26	
烏拉圭	拉瓦耶哈省		烏拉圭拉瓦耶哈省	烏拉圭拉瓦耶哈省	62506		2022-01-26	
烏拉圭	杜拉斯諾省		烏拉圭杜拉斯諾省	烏拉圭杜拉斯諾省	60671		2022-01-26	
烏拉圭	內格羅河省		烏拉圭內格羅河省	烏拉圭內格羅河省	58202		2022-01-26	
烏拉圭	三十三人省  		烏拉圭三十三人省  	烏拉圭三十三人省  	51155		2022-01-26	
烏拉圭	弗洛雷斯省		烏拉圭弗洛雷斯省	烏拉圭弗洛雷斯省	26623	3492575	2022-01-26	
蒙古	烏蘭巴托市		蒙古烏蘭巴托市	蒙古烏蘭巴托市	1597126		2020-12-31	
蒙古	庫蘇古爾省		蒙古庫蘇古爾省	蒙古庫蘇古爾省	140124		2020-12-31	
蒙古	前杭愛省		蒙古前杭愛省	蒙古前杭愛省	121077		2020-12-31	
蒙古	色楞格省		蒙古色楞格省	蒙古色楞格省	114209		2020-12-31	
蒙古	巴彥烏列蓋省		蒙古巴彥烏列蓋省	蒙古巴彥烏列蓋省	112570		2020-12-31	
蒙古	鄂爾渾省		蒙古鄂爾渾省	蒙古鄂爾渾省	111640		2020-12-31	
蒙古	達爾汗烏拉省		蒙古達爾汗烏拉省	蒙古達爾汗烏拉省	111001		2020-12-31	
蒙古	後杭愛省		蒙古後杭愛省	蒙古後杭愛省	98530		2020-12-31	
蒙古	中央省		蒙古中央省	蒙古中央省	97758		2020-12-31	
蒙古	科布多省		蒙古科布多省	蒙古科布多省	93051		2020-12-31	
蒙古	巴彥洪戈爾省		蒙古巴彥洪戈爾省	蒙古巴彥洪戈爾省	91973		2020-12-31	
蒙古	烏布蘇省		蒙古烏布蘇省	蒙古烏布蘇省	86321		2020-12-31	
蒙古	東方省		蒙古東方省	蒙古東方省	85108		2020-12-31	
蒙古	肯特省		蒙古肯特省	蒙古肯特省	80859		2020-12-31	
蒙古	扎布汗省		蒙古扎布汗省	蒙古扎布汗省	75534		2020-12-31	
蒙古	東戈壁省		蒙古東戈壁省	蒙古東戈壁省	73657		2020-12-31	
蒙古	南戈壁省		蒙古南戈壁省	蒙古南戈壁省	71762		2020-12-31	
蒙古	蘇赫巴托爾省		蒙古蘇赫巴托爾省	蒙古蘇赫巴托爾省	65534		2020-12-31	
蒙古	布爾干省		蒙古布爾干省	蒙古布爾干省	64400		2020-12-31	
蒙古	戈壁阿爾泰省		蒙古戈壁阿爾泰省	蒙古戈壁阿爾泰省	59898		2020-12-31	
蒙古	中戈壁省		蒙古中戈壁省	蒙古中戈壁省	48857		2020-12-31	
蒙古	戈壁蘇木貝爾省		蒙古戈壁蘇木貝爾省	蒙古戈壁蘇木貝爾省	18595	3419584	2020-12-31	
波士尼亞與赫塞哥維納	波赫聯邦	圖茲拉州	波士尼亞與赫塞哥維納波赫聯邦圖茲拉州	波士尼亞與赫塞哥維納波赫聯邦圖茲拉州	418412		2013-12-31	
波士尼亞與赫塞哥維納	波赫聯邦	塞拉耶佛州	波士尼亞與赫塞哥維納波赫聯邦塞拉耶佛州	波士尼亞與赫塞哥維納波赫聯邦塞拉耶佛州	384367		2013-12-31	
波士尼亞與赫塞哥維納	波赫聯邦	澤尼察-多博伊州	波士尼亞與赫塞哥維納波赫聯邦澤尼察-多博伊州	波士尼亞與赫塞哥維納波赫聯邦澤尼察-多博伊州	337574		2013-12-31	
波士尼亞與赫塞哥維納	波赫聯邦	烏納-薩納州	波士尼亞與赫塞哥維納波赫聯邦烏納-薩納州	波士尼亞與赫塞哥維納波赫聯邦烏納-薩納州	262423		2013-12-31	
波士尼亞與赫塞哥維納	波赫聯邦	中波士尼亞州	波士尼亞與赫塞哥維納波赫聯邦中波士尼亞州	波士尼亞與赫塞哥維納波赫聯邦中波士尼亞州	239460		2013-12-31	
波士尼亞與赫塞哥維納	波赫聯邦	赫塞哥維納-涅雷特瓦州	波士尼亞與赫塞哥維納波赫聯邦赫塞哥維納-涅雷特瓦州	波士尼亞與赫塞哥維納波赫聯邦赫塞哥維納-涅雷特瓦州	207136		2013-12-31	
波士尼亞與赫塞哥維納	波赫聯邦	西赫塞哥維納州	波士尼亞與赫塞哥維納波赫聯邦西赫塞哥維納州	波士尼亞與赫塞哥維納波赫聯邦西赫塞哥維納州	85819		2013-12-31	
波士尼亞與赫塞哥維納	波赫聯邦	第十州	波士尼亞與赫塞哥維納波赫聯邦第十州	波士尼亞與赫塞哥維納波赫聯邦第十州	79537		2013-12-31	
波士尼亞與赫塞哥維納	波赫聯邦	波薩維納州	波士尼亞與赫塞哥維納波赫聯邦波薩維納州	波士尼亞與赫塞哥維納波赫聯邦波薩維納州	42158		2013-12-31	
波士尼亞與赫塞哥維納	波赫聯邦	波士尼亞-波德里涅州	波士尼亞與赫塞哥維納波赫聯邦波士尼亞-波德里涅州	波士尼亞與赫塞哥維納波赫聯邦波士尼亞-波德里涅州	22211		2013-12-31	
波士尼亞與赫塞哥維納	塞族共和國	巴尼亞盧卡區	波士尼亞與赫塞哥維納塞族共和國巴尼亞盧卡區	波士尼亞與赫塞哥維納塞族共和國巴尼亞盧卡區	383171		2013-12-31	
波士尼亞與赫塞哥維納	塞族共和國	別利那區	波士尼亞與赫塞哥維納塞族共和國別利那區	波士尼亞與赫塞哥維納塞族共和國別利那區	261469		2013-12-31	
波士尼亞與赫塞哥維納	塞族共和國	多博伊區	波士尼亞與赫塞哥維納塞族共和國多博伊區	波士尼亞與赫塞哥維納塞族共和國多博伊區	198584		2013-12-31	
波士尼亞與赫塞哥維納	塞族共和國	弗拉塞尼察區	波士尼亞與赫塞哥維納塞族共和國弗拉塞尼察區	波士尼亞與赫塞哥維納塞族共和國弗拉塞尼察區	77233		2013-12-31	
波士尼亞與赫塞哥維納	塞族共和國	塞拉耶佛-羅馬尼亞區	波士尼亞與赫塞哥維納塞族共和國塞拉耶佛-羅馬尼亞區	波士尼亞與赫塞哥維納塞族共和國塞拉耶佛-羅馬尼亞區	70495		2013-12-31	
波士尼亞與赫塞哥維納	塞族共和國	特雷比涅區	波士尼亞與赫塞哥維納塞族共和國特雷比涅區	波士尼亞與赫塞哥維納塞族共和國特雷比涅區	58671		2013-12-31	
波士尼亞與赫塞哥維納	塞族共和國	福察區	波士尼亞與赫塞哥維納塞族共和國福察區	波士尼亞與赫塞哥維納塞族共和國福察區	38593		2013-12-31	
波士尼亞與赫塞哥維納	布爾奇科特區		波士尼亞與赫塞哥維納布爾奇科特區	波士尼亞與赫塞哥維納布爾奇科特區	81555	3248868	2013-12-31	
牙買加	薩里郡	聖安德魯區	牙買加薩里郡聖安德魯區	牙買加聖安德魯區	633599		2011-01-01	
牙買加	米德爾塞克斯郡	聖凱薩琳區	牙買加米德爾塞克斯郡聖凱薩琳區	牙買加聖凱薩琳區	570445		2011-01-01	
牙買加	米德爾塞克斯郡	克拉倫登區	牙買加米德爾塞克斯郡克拉倫登區	牙買加克拉倫登區	270850		2011-01-01	
牙買加	米德爾塞克斯郡	曼徹斯特區	牙買加米德爾塞克斯郡曼徹斯特區	牙買加曼徹斯特區	209735		2011-01-01	
牙買加	康沃爾郡	聖詹姆斯區	牙買加康沃爾郡聖詹姆斯區	牙買加聖詹姆斯區	203120		2011-01-01	
牙買加	米德爾塞克斯郡	聖安娜區	牙買加米德爾塞克斯郡聖安娜區	牙買加聖安娜區	190468		2011-01-01	
牙買加	康沃爾郡	聖伊莉莎白區	牙買加康沃爾郡聖伊莉莎白區	牙買加聖伊莉莎白區	165984		2011-01-01	
牙買加	康沃爾郡	威斯特摩蘭區	牙買加康沃爾郡威斯特摩蘭區	牙買加威斯特摩蘭區	159241		2011-01-01	
牙買加	米德爾塞克斯郡	聖瑪麗區	牙買加米德爾塞克斯郡聖瑪麗區	牙買加聖瑪麗區	125550		2011-01-01	
牙買加	薩里郡	聖托馬斯區	牙買加薩里郡聖托馬斯區	牙買加聖托馬斯區	103766		2011-01-01	
牙買加	薩里郡	金斯敦區	牙買加薩里郡金斯敦區	牙買加金斯敦區	98412		2011-01-01	
牙買加	薩里郡	波特蘭區	牙買加薩里郡波特蘭區	牙買加波特蘭區	90331		2011-01-01	
牙買加	康沃爾郡	特里洛尼區	牙買加康沃爾郡特里洛尼區	牙買加特里洛尼區	83060		2011-01-01	
牙買加	康沃爾郡	漢諾瓦區	牙買加康沃爾郡漢諾瓦區	牙買加漢諾瓦區	76837	2981398	2011-01-01	
亞美尼亞	葉里溫市		亞美尼亞葉里溫市	亞美尼亞葉里溫市	1064144		2016-01-01	
亞美尼亞	亞馬維爾省		亞美尼亞亞馬維爾省	亞美尼亞亞馬維爾省	264227		2016-01-01	
亞美尼亞	亞拉拉特省		亞美尼亞亞拉拉特省	亞美尼亞亞拉拉特省	256596		2016-01-01	
亞美尼亞	科泰克省		亞美尼亞科泰克省	亞美尼亞科泰克省	251640		2016-01-01	
亞美尼亞	席哈克省		亞美尼亞席哈克省	亞美尼亞席哈克省	241036		2016-01-01	
亞美尼亞	格加爾庫尼克省		亞美尼亞格加爾庫尼克省	亞美尼亞格加爾庫尼克省	229737		2016-01-01	
亞美尼亞	洛里省		亞美尼亞洛里省	亞美尼亞洛里省	222998		2016-01-01	
亞美尼亞	休尼克省		亞美尼亞休尼克省	亞美尼亞休尼克省	138159		2016-01-01	
亞美尼亞	阿拉加措特恩省		亞美尼亞阿拉加措特恩省	亞美尼亞阿拉加措特恩省	128645		2016-01-01	
亞美尼亞	塔武什省		亞美尼亞塔武什省	亞美尼亞塔武什省	124383		2016-01-01	
亞美尼亞	瓦約茨佐爾省		亞美尼亞瓦約茨佐爾省	亞美尼亞瓦約茨佐爾省	50348	2971913	2016-01-01	
卡達	杜哈區		卡達杜哈區	卡達杜哈區	1176152		2015-04-30	
卡達	賴揚區		卡達賴揚區	卡達賴揚區	744842		2015-04-30	
卡達	沃克拉區		卡達沃克拉區	卡達沃克拉區	367725		2015-04-30	
卡達	豪爾區		卡達豪爾區	卡達豪爾區	248437		2015-04-30	
卡達	沙哈尼亞區		卡達沙哈尼亞區	卡達沙哈尼亞區	230656		2015-04-30	
卡達	烏姆錫拉勒區		卡達烏姆錫拉勒區	卡達烏姆錫拉勒區	111700		2015-04-30	
卡達	戴揚區		卡達戴揚區	卡達戴揚區	66821		2015-04-30	
卡達	北部區		卡達北部區	卡達北部區	10814	2957147	2015-04-30	
阿爾巴尼亞	地拉那州		阿爾巴尼亞地拉那州	阿爾巴尼亞地拉那州	807951		2016-02-19	
阿爾巴尼亞	非夏爾州		阿爾巴尼亞非夏爾州	阿爾巴尼亞非夏爾州	311025		2016-02-19	
阿爾巴尼亞	艾巴申州		阿爾巴尼亞艾巴申州	阿爾巴尼亞艾巴申州	297551		2016-02-19	
阿爾巴尼亞	杜勒斯州		阿爾巴尼亞杜勒斯州	阿爾巴尼亞杜勒斯州	277505		2016-02-19	
阿爾巴尼亞	科赤州		阿爾巴尼亞科赤州	阿爾巴尼亞科赤州	220696		2016-02-19	
阿爾巴尼亞	士科德州		阿爾巴尼亞士科德州	阿爾巴尼亞士科德州	214501		2016-02-19	
阿爾巴尼亞	夫羅勒州		阿爾巴尼亞夫羅勒州	阿爾巴尼亞夫羅勒州	182271		2016-02-19	
阿爾巴尼亞	培拉特州		阿爾巴尼亞培拉特州	阿爾巴尼亞培拉特州	139178		2016-02-19	
阿爾巴尼亞	列澤州		阿爾巴尼亞列澤州	阿爾巴尼亞列澤州	134995		2016-02-19	
阿爾巴尼亞	第巴爾州		阿爾巴尼亞第巴爾州	阿爾巴尼亞第巴爾州	133542		2016-02-19	
阿爾巴尼亞	庫克斯州		阿爾巴尼亞庫克斯州	阿爾巴尼亞庫克斯州	83652		2016-02-19	
阿爾巴尼亞	吉羅卡斯特州		阿爾巴尼亞吉羅卡斯特州	阿爾巴尼亞吉羅卡斯特州	70011	2872878	2016-02-19	
波多黎各	聖胡安-卡瓜斯-瓜伊納博聯合統計區		波多黎各聖胡安-卡瓜斯-瓜伊納博聯合統計區	波多黎各聖胡安-卡瓜斯-瓜伊納博聯合統計區	1779740		2019-12-31	
波多黎各	阿瓜迪亞-伊莎貝拉-聖塞巴斯提安都會統計區		波多黎各阿瓜迪亞-伊莎貝拉-聖塞巴斯提安都會統計區	波多黎各阿瓜迪亞-伊莎貝拉-聖塞巴斯提安都會統計區	254474		2019-12-31	
