Lv0	Lv1	Lv2	Combined	Displayed	Population	Population by Lv0	Date of Data	Notes
俄羅斯	斯摩棱斯克州		俄羅斯斯摩棱斯克州	俄羅斯斯摩棱斯克州	1024368		2022-01-26	
俄羅斯	托木斯克州		俄羅斯托木斯克州	俄羅斯托木斯克州	1020918		2022-01-26	
俄羅斯	卡盧加州		俄羅斯卡盧加州	俄羅斯卡盧加州	1016626		2022-01-26	
俄羅斯	庫爾干州		俄羅斯庫爾干州	俄羅斯庫爾干州	995048		2022-01-26	
俄羅斯	科米共和國		俄羅斯科米共和國	俄羅斯科米共和國	994210		2022-01-26	
俄羅斯	阿斯特拉罕州		俄羅斯阿斯特拉罕州	俄羅斯阿斯特拉罕州	981134		2022-01-26	
俄羅斯	布里亞特共和國		俄羅斯布里亞特共和國	俄羅斯布里亞特共和國	957673		2022-01-26	
俄羅斯	加里寧格勒州		俄羅斯加里寧格勒州	俄羅斯加里寧格勒州	932339		2022-01-26	
俄羅斯	薩哈共和國		俄羅斯薩哈共和國	俄羅斯薩哈共和國	926482		2022-01-26	
俄羅斯	阿穆爾州		俄羅斯阿穆爾州	俄羅斯阿穆爾州	881162		2022-01-26	
俄羅斯	卡巴爾達-巴爾卡爾共和國		俄羅斯卡巴爾達-巴爾卡爾共和國	俄羅斯卡巴爾達-巴爾卡爾共和國	879844		2022-01-26	
俄羅斯	摩爾曼斯克州		俄羅斯摩爾曼斯克州	俄羅斯摩爾曼斯克州	871100		2022-01-26	
俄羅斯	莫爾多維亞共和國		俄羅斯莫爾多維亞共和國	俄羅斯莫爾多維亞共和國	867422		2022-01-26	
俄羅斯	奧廖爾州		俄羅斯奧廖爾州	俄羅斯奧廖爾州	839602		2022-01-26	
俄羅斯	普斯科夫州		俄羅斯普斯科夫州	俄羅斯普斯科夫州	742539		2022-01-26	
俄羅斯	科斯特羅馬州		俄羅斯科斯特羅馬州	俄羅斯科斯特羅馬州	718950		2022-01-26	
俄羅斯	馬里埃爾共和國		俄羅斯馬里埃爾共和國	俄羅斯馬里埃爾共和國	710497		2022-01-26	
俄羅斯	卡累利阿共和國		俄羅斯卡累利阿共和國	俄羅斯卡累利阿共和國	699080		2022-01-26	
俄羅斯	北奧塞提亞-阿蘭共和國		俄羅斯北奧塞提亞-阿蘭共和國	俄羅斯北奧塞提亞-阿蘭共和國	693218		2022-01-26	
俄羅斯	諾夫哥羅德州		俄羅斯諾夫哥羅德州	俄羅斯諾夫哥羅德州	677680		2022-01-26	
俄羅斯	薩哈林州		俄羅斯薩哈林州	俄羅斯薩哈林州	533566		2022-01-26	
俄羅斯	哈卡斯共和國		俄羅斯哈卡斯共和國	俄羅斯哈卡斯共和國	532957		2022-01-26	
俄羅斯	塞瓦斯托波爾市		俄羅斯塞瓦斯托波爾市	俄羅斯塞瓦斯托波爾市	513149		2021-01-01	
俄羅斯	亞馬爾-涅涅茨自治區		俄羅斯亞馬爾-涅涅茨自治區	俄羅斯亞馬爾-涅涅茨自治區	494830		2022-01-26	
俄羅斯	印古什共和國		俄羅斯印古什共和國	俄羅斯印古什共和國	456071		2022-01-26	
俄羅斯	阿迪格共和國		俄羅斯阿迪格共和國	俄羅斯阿迪格共和國	436372		2022-01-26	
俄羅斯	卡拉恰伊-切爾克斯共和國		俄羅斯卡拉恰伊-切爾克斯共和國	俄羅斯卡拉恰伊-切爾克斯共和國	428916		2022-01-26	
俄羅斯	堪察加邊疆區		俄羅斯堪察加邊疆區	俄羅斯堪察加邊疆區	350185		2022-01-26	
俄羅斯	圖瓦共和國		俄羅斯圖瓦共和國	俄羅斯圖瓦共和國	298173		2022-01-26	
俄羅斯	卡爾梅克共和國		俄羅斯卡爾梅克共和國	俄羅斯卡爾梅克共和國	285387		2022-01-26	
俄羅斯	阿爾泰共和國		俄羅斯阿爾泰共和國	俄羅斯阿爾泰共和國	198073		2022-01-26	
俄羅斯	猶太自治州		俄羅斯猶太自治州	俄羅斯猶太自治州	186331		2022-01-26	
俄羅斯	馬加丹州		俄羅斯馬加丹州	俄羅斯馬加丹州	178338		2022-01-26	
俄羅斯	楚科奇自治區		俄羅斯楚科奇自治區	俄羅斯楚科奇自治區	52531		2022-01-26	
俄羅斯	涅涅茨自治區		俄羅斯涅涅茨自治區	俄羅斯涅涅茨自治區	40549	146032424	2022-01-26	
墨西哥	墨西哥州		墨西哥墨西哥州	墨西哥墨西哥州	17671824		2022-01-26	
墨西哥	墨西哥城		墨西哥墨西哥城	墨西哥墨西哥城	9578185		2022-01-26	
墨西哥	哈利斯科州		墨西哥哈利斯科州	墨西哥哈利斯科州	8681934		2022-01-26	
墨西哥	韋拉克魯斯州		墨西哥韋拉克魯斯州	墨西哥韋拉克魯斯州	8384945		2022-01-26	
墨西哥	普埃布拉州		墨西哥普埃布拉州	墨西哥普埃布拉州	6846497		2022-01-26	
墨西哥	瓜納華托州		墨西哥瓜納華托州	墨西哥瓜納華托州	6413506		2022-01-26	
墨西哥	新萊昂州		墨西哥新萊昂州	墨西哥新萊昂州	6015721		2022-01-26	
墨西哥	恰帕斯州		墨西哥恰帕斯州	墨西哥恰帕斯州	5765486		2022-01-26	
墨西哥	米卻肯州		墨西哥米卻肯州	墨西哥米卻肯州	4938719		2022-01-26	
墨西哥	瓦哈卡州		墨西哥瓦哈卡州	墨西哥瓦哈卡州	4297363		2022-01-26	
墨西哥	下加利福尼亞州		墨西哥下加利福尼亞州	墨西哥下加利福尼亞州	3919717		2022-01-26	
墨西哥	奇瓦瓦州		墨西哥奇瓦瓦州	墨西哥奇瓦瓦州	3891480		2022-01-26	
墨西哥	格雷羅州		墨西哥格雷羅州	墨西哥格雷羅州	3682252		2022-01-26	
墨西哥	塔毛利帕斯州		墨西哥塔毛利帕斯州	墨西哥塔毛利帕斯州	3668785		2022-01-26	
墨西哥	科阿韋拉州		墨西哥科阿韋拉州	墨西哥科阿韋拉州	3272588		2022-01-26	
墨西哥	伊達爾戈州		墨西哥伊達爾戈州	墨西哥伊達爾戈州	3206102		2022-01-26	
墨西哥	錫那羅亞州		墨西哥錫那羅亞州	墨西哥錫那羅亞州	3147969		2022-01-26	
墨西哥	索諾拉州		墨西哥索諾拉州	墨西哥索諾拉州	3062583		2022-01-26	
墨西哥	聖路易斯波托西州		墨西哥聖路易斯波托西州	墨西哥聖路易斯波托西州	2935097		2022-01-26	
墨西哥	塔巴斯科州		墨西哥塔巴斯科州	墨西哥塔巴斯科州	2498661		2022-01-26	
墨西哥	克雷塔羅州		墨西哥克雷塔羅州	墨西哥克雷塔羅州	2463165		2022-01-26	
墨西哥	尤卡坦州		墨西哥尤卡坦州	墨西哥尤卡坦州	2413695		2022-01-26	
墨西哥	莫雷洛斯州		墨西哥莫雷洛斯州	墨西哥莫雷洛斯州	2050347		2022-01-26	
墨西哥	金塔納羅奧州		墨西哥金塔納羅奧州	墨西哥金塔納羅奧州	1932273		2022-01-26	
墨西哥	杜蘭戈州		墨西哥杜蘭戈州	墨西哥杜蘭戈州	1905925		2022-01-26	
墨西哥	薩卡特卡斯州		墨西哥薩卡特卡斯州	墨西哥薩卡特卡斯州	1686996		2022-01-26	
墨西哥	阿瓜斯卡連特斯州		墨西哥阿瓜斯卡連特斯州	墨西哥阿瓜斯卡連特斯州	1482607		2022-01-26	
墨西哥	特拉斯卡拉州		墨西哥特拉斯卡拉州	墨西哥特拉斯卡拉州	1396673		2022-01-26	
墨西哥	納亞里特州		墨西哥納亞里特州	墨西哥納亞里特州	1284853		2022-01-26	
墨西哥	坎佩切州		墨西哥坎佩切州	墨西哥坎佩切州	965481		2022-01-26	
墨西哥	南下加利福尼亞州		墨西哥南下加利福尼亞州	墨西哥南下加利福尼亞州	830371		2022-01-26	
墨西哥	科利馬州		墨西哥科利馬州	墨西哥科利馬州	760634	131052434	2022-01-26	
日本	東京都		日本東京都	日本東京都	14024998		2022-01-26	
日本	神奈川縣		日本神奈川縣	日本神奈川縣	9214329		2022-01-26	
日本	大阪府		日本大阪府	日本大阪府	8817565		2022-01-26	
日本	愛知縣		日本愛知縣	日本愛知縣	7524892		2022-01-26	
日本	埼玉縣		日本埼玉縣	日本埼玉縣	7326099		2022-01-26	
日本	千葉縣		日本千葉縣	日本千葉縣	6269289		2022-01-26	
日本	兵庫縣		日本兵庫縣	日本兵庫縣	5453747		2022-01-26	
日本	北海道		日本北海道	日本北海道	5214126		2022-01-26	
日本	福岡縣		日本福岡縣	日本福岡縣	5124386		2022-01-26	
日本	靜岡縣		日本靜岡縣	日本靜岡縣	3624959		2022-01-26	
日本	茨城縣		日本茨城縣	日本茨城縣	2860457		2022-01-26	
日本	廣島縣		日本廣島縣	日本廣島縣	2793481		2022-01-26	
日本	京都府		日本京都府	日本京都府	2572639		2022-01-26	
日本	宮城縣		日本宮城縣	日本宮城縣	2296985		2022-01-26	
日本	新潟縣		日本新潟縣	日本新潟縣	2196142		2022-01-26	
日本	長野縣		日本長野縣	日本長野縣	2043898		2022-01-26	
日本	岐阜縣		日本岐阜縣	日本岐阜縣	1974193		2022-01-26	
日本	群馬縣		日本群馬縣	日本群馬縣	1934856		2022-01-26	
日本	栃木縣		日本栃木縣	日本栃木縣	1928557		2022-01-26	
日本	岡山縣		日本岡山縣	日本岡山縣	1884273		2022-01-26	
日本	福島縣		日本福島縣	日本福島縣	1829021		2022-01-26	
日本	三重縣		日本三重縣	日本三重縣	1766440		2022-01-26	
日本	熊本縣		日本熊本縣	日本熊本縣	1734302		2022-01-26	
日本	鹿兒島縣		日本鹿兒島縣	日本鹿兒島縣	1584720		2022-01-26	
日本	沖繩縣		日本沖繩縣	日本沖繩縣	1464265		2022-01-26	
日本	滋賀縣		日本滋賀縣	日本滋賀縣	1410256		2022-01-26	
日本	山口縣		日本山口縣	日本山口縣	1339196		2022-01-26	
日本	愛媛縣		日本愛媛縣	日本愛媛縣	1331924		2022-01-26	
日本	奈良縣		日本奈良縣	日本奈良縣	1321696		2022-01-26	
日本	長崎縣		日本長崎縣	日本長崎縣	1309397		2022-01-26	
日本	青森縣		日本青森縣	日本青森縣	1235234		2022-01-26	
日本	岩手縣		日本岩手縣	日本岩手縣	1207787		2022-01-26	
日本	石川縣		日本石川縣	日本石川縣	1130095		2022-01-26	
日本	大分縣		日本大分縣	日本大分縣	1121423		2022-01-26	
日本	宮崎縣		日本宮崎縣	日本宮崎縣	1067192		2022-01-26	
日本	山形縣		日本山形縣	日本山形縣	1065680		2022-01-26	
日本	富山縣		日本富山縣	日本富山縣	1032689		2022-01-26	
日本	秋田縣		日本秋田縣	日本秋田縣	957403		2022-01-26	
日本	香川縣		日本香川縣	日本香川縣	948365		2022-01-26	
日本	和歌山縣		日本和歌山縣	日本和歌山縣	920428		2022-01-26	
日本	佐賀縣		日本佐賀縣	日本佐賀縣	809721		2022-01-26	
日本	山梨縣		日本山梨縣	日本山梨縣	808140		2022-01-26	
日本	福井縣		日本福井縣	日本福井縣	765267		2022-01-26	
日本	德島縣		日本德島縣	日本德島縣	717673		2022-01-26	
日本	高知縣		日本高知縣	日本高知縣	690112		2022-01-26	
日本	島根縣		日本島根縣	日本島根縣	669706		2022-01-26	
日本	鳥取縣		日本鳥取縣	日本鳥取縣	552284	125870287	2022-01-26	
衣索比亞	奧羅米亞州		衣索比亞奧羅米亞州	衣索比亞奧羅米亞州	45362481		2022-01-26	
衣索比亞	安哈拉州		衣索比亞安哈拉州	衣索比亞安哈拉州	26162218		2022-01-26	
衣索比亞	南方民族、部落和人民州		衣索比亞南方民族、部落和人民州	衣索比亞南方民族、部落和人民州	15402857		2022-01-26	
衣索比亞	索馬利州		衣索比亞索馬利州	衣索比亞索馬利州	7377573		2022-01-26	
衣索比亞	提格雷州		衣索比亞提格雷州	衣索比亞提格雷州	6548687		2022-01-26	
衣索比亞	錫達馬州		衣索比亞錫達馬州	衣索比亞錫達馬州	5249323		2022-01-26	
衣索比亞	阿迪斯阿貝巴特別市		衣索比亞阿迪斯阿貝巴特別市	衣索比亞阿迪斯阿貝巴特別市	4381265		2022-01-26	
衣索比亞	西南州		衣索比亞西南州	衣索比亞西南州	3751266		2022-01-26	
衣索比亞	阿法爾州		衣索比亞阿法爾州	衣索比亞阿法爾州	2310203		2022-01-26	
衣索比亞	本尚古勒-古馬茲州		衣索比亞本尚古勒-古馬茲州	衣索比亞本尚古勒-古馬茲州	1379156		2022-01-26	
衣索比亞	德雷達瓦特別市		衣索比亞德雷達瓦特別市	衣索比亞德雷達瓦特別市	604833		2022-01-26	
衣索比亞	甘貝拉州		衣索比亞甘貝拉州	衣索比亞甘貝拉州	571169		2022-01-26	
衣索比亞	哈勒爾州		衣索比亞哈勒爾州	衣索比亞哈勒爾州	313445	119414476	2022-01-26	
菲律賓	甲拉巴松大區		菲律賓甲拉巴松大區	菲律賓甲拉巴松大區	16577906		2022-01-26	
菲律賓	國家首都區		菲律賓國家首都區	菲律賓國家首都區	14345325		2022-01-26	
菲律賓	中央呂宋大區		菲律賓中央呂宋大區	菲律賓中央呂宋大區	12713110		2022-01-26	
菲律賓	西維薩亞斯大區		菲律賓西維薩亞斯大區	菲律賓西維薩亞斯大區	8243886		2022-01-26	
菲律賓	中維薩亞斯大區		菲律賓中維薩亞斯大區	菲律賓中維薩亞斯大區	7596292		2022-01-26	
菲律賓	比科爾大區		菲律賓比科爾大區	菲律賓比科爾大區	6338980		2022-01-26	
菲律賓	達沃大區		菲律賓達沃大區	菲律賓達沃大區	5462477		2022-01-26	
菲律賓	伊羅戈大區		菲律賓伊羅戈大區	菲律賓伊羅戈大區	5390142		2022-01-26	
菲律賓	北民答那峨大區		菲律賓北民答那峨大區	菲律賓北民答那峨大區	5179784		2022-01-26	
菲律賓	索科斯克薩爾根大區		菲律賓索科斯克薩爾根大區	菲律賓索科斯克薩爾根大區	5079513		2022-01-26	
菲律賓	東維薩亞斯大區		菲律賓東維薩亞斯大區	菲律賓東維薩亞斯大區	4947775		2022-01-26	
菲律賓	民答那峨穆斯林邦薩摩洛自治區		菲律賓民答那峨穆斯林邦薩摩洛自治區	菲律賓民答那峨穆斯林邦薩摩洛自治區	4319001		2022-01-26	
菲律賓	三寶顏半島大區		菲律賓三寶顏半島大區	菲律賓三寶顏半島大區	3905681		2022-01-26	
菲律賓	卡加煙河谷大區		菲律賓卡加煙河谷大區	菲律賓卡加煙河谷大區	3776379		2022-01-26	
菲律賓	民馬羅巴大區		菲律賓民馬羅巴大區	菲律賓民馬羅巴大區	3277835		2022-01-26	
菲律賓	卡拉加大區		菲律賓卡拉加大區	菲律賓卡拉加大區	2842405		2022-01-26	
菲律賓	科迪勒拉行政區		菲律賓科迪勒拉行政區	菲律賓科迪勒拉行政區	1866372	111862863	2022-01-26	
埃及	開羅省		埃及開羅省	埃及開羅省	10416552		2022-01-26	
埃及	吉薩省		埃及吉薩省	埃及吉薩省	9558051		2022-01-26	
埃及	東部省		埃及東部省	埃及東部省	7938700		2022-01-26	
埃及	代蓋赫利耶省		埃及代蓋赫利耶省	埃及代蓋赫利耶省	7141393		2022-01-26	
埃及	布海拉省		埃及布海拉省	埃及布海拉省	6889303		2022-01-26	
埃及	明亞省		埃及明亞省	埃及明亞省	6221793		2022-01-26	
埃及	蓋盧比尤省		埃及蓋盧比尤省	埃及蓋盧比尤省	6190381		2022-01-26	
埃及	亞歷山大省		埃及亞歷山大省	埃及亞歷山大省	5649562		2022-01-26	
埃及	索哈傑省		埃及索哈傑省	埃及索哈傑省	5632681		2022-01-26	
埃及	西部省		埃及西部省	埃及西部省	5502083		2022-01-26	
埃及	艾斯尤特省		埃及艾斯尤特省	埃及艾斯尤特省	4970860		2022-01-26	
埃及	米努夫省		埃及米努夫省	埃及米努夫省	4759855		2022-01-26	
埃及	法尤姆省		埃及法尤姆省	埃及法尤姆省	4040084		2022-01-26	
埃及	謝赫村省		埃及謝赫村省	埃及謝赫村省	3744184		2022-01-26	
埃及	基納省		埃及基納省	埃及基納省	3589150		2022-01-26	
埃及	拜尼蘇威夫省		埃及拜尼蘇威夫省	埃及拜尼蘇威夫省	3554066		2022-01-26	
埃及	亞斯文省		埃及亞斯文省	埃及亞斯文省	1650297		2022-01-26	
埃及	杜姆亞特省		埃及杜姆亞特省	埃及杜姆亞特省	1643530		2022-01-26	
埃及	伊斯梅利亞省		埃及伊斯梅利亞省	埃及伊斯梅利亞省	1453617		2022-01-26	
埃及	路克索省		埃及路克索省	埃及路克索省	1396242		2022-01-26	
埃及	塞得港省		埃及塞得港省	埃及塞得港省	811799		2022-01-26	
埃及	蘇伊士省		埃及蘇伊士省	埃及蘇伊士省	801275		2022-01-26	
埃及	馬特魯省		埃及馬特魯省	埃及馬特魯省	516268		2022-01-26	
埃及	北西奈省		埃及北西奈省	埃及北西奈省	496793		2022-01-26	
埃及	紅海省		埃及紅海省	埃及紅海省	401911		2022-01-26	
埃及	新河谷省		埃及新河谷省	埃及新河谷省	268176		2022-01-26	
埃及	南西奈省		埃及南西奈省	埃及南西奈省	114094	105352700	2022-01-26	
越南	胡志明市		越南胡志明市	越南胡志明市	9226785		2022-01-26	
越南	河內市		越南河內市	越南河內市	8262953		2022-01-26	
越南	清化省		越南清化省	越南清化省	3734724		2022-01-26	
越南	乂安省		越南乂安省	越南乂安省	3414270		2022-01-26	
越南	同奈省		越南同奈省	越南同奈省	3177591		2022-01-26	
越南	平陽省		越南平陽省	越南平陽省	2489620		2022-01-26	
越南	海防市		越南海防市	越南海防市	2081229		2022-01-26	
越南	安江省		越南安江省	越南安江省	1957944		2022-01-26	
越南	海陽省		越南海陽省	越南海陽省	1941427		2022-01-26	
越南	多樂省		越南多樂省	越南多樂省	1917900		2022-01-26	
越南	太平省		越南太平省	越南太平省	1908794		2022-01-26	
越南	北江省		越南北江省	越南北江省	1850829		2022-01-26	
越南	南定省		越南南定省	越南南定省	1826660		2022-01-26	
越南	前江省		越南前江省	越南前江省	1810030		2022-01-26	
越南	堅江省		越南堅江省	越南堅江省	1767844		2022-01-26	
越南	隆安省		越南隆安省	越南隆安省	1732427		2022-01-26	
越南	同塔省		越南同塔省	越南同塔省	1641070		2022-01-26	
越南	嘉萊省		越南嘉萊省	越南嘉萊省	1553187		2022-01-26	
越南	廣南省		越南廣南省	越南廣南省	1534683		2022-01-26	
越南	平定省		越南平定省	越南平定省	1525558		2022-01-26	
越南	富壽省		越南富壽省	越南富壽省	1501764		2022-01-26	
越南	北寧省		越南北寧省	越南北寧省	1404412		2022-01-26	
越南	廣寧省		越南廣寧省	越南廣寧省	1354635		2022-01-26	
越南	林同省		越南林同省	越南林同省	1330609		2022-01-26	
越南	河靜省		越南河靜省	越南河靜省	1322360		2022-01-26	
越南	檳椥省		越南檳椥省	越南檳椥省	1321946		2022-01-26	
越南	太原省		越南太原省	越南太原省	1320189		2022-01-26	
越南	興安省		越南興安省	越南興安省	1285286		2022-01-26	
越南	山羅省		越南山羅省	越南山羅省	1280857		2022-01-26	
越南	芹苴市		越南芹苴市	越南芹苴市	1267269		2022-01-26	
越南	廣義省		越南廣義省	越南廣義省	1263705		2022-01-26	
越南	慶和省		越南慶和省	越南慶和省	1263100		2022-01-26	
越南	平順省		越南平順省	越南平順省	1262793		2022-01-26	
越南	朔莊省		越南朔莊省	越南朔莊省	1230828		2022-01-26	
越南	金甌省		越南金甌省	越南金甌省	1225517		2022-01-26	
越南	西寧省		越南西寧省	越南西寧省	1199548		2022-01-26	
越南	永福省		越南永福省	越南永福省	1181069		2022-01-26	
越南	巴地頭頓省		越南巴地頭頓省	越南巴地頭頓省	1178154		2022-01-26	
越南	峴港市		越南峴港市	越南峴港市	1163788		2022-01-26	
